Spiller-Id,Navn,All Clubs,Current Club,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
102468,Marthe Skaug,Frogner,Frogner,492.0,344.0,129.0,441.0,12.0,492.0,144.0,0.0,24.0,0.0,14.0
102476,Andrea Løvold,Rissa,Rissa,68.0,55.0,72.0,214.0,216.0,21.0,24.0,10.0,6.0,6.0,8.0
102497,Rikke Nyheim,Hadsel,Hadsel,38.0,24.0,10.0,9.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0
102519,Marita Janne Jelsma,Askøy,Askøy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102532,Tam Huynh,Sandefjord,Sandefjord,28.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0
102533,Elisa Wiborg,Haugerud,Haugerud,968.0,648.0,1248.0,800.0,1264.0,1840.0,368.0,124.0,184.0,167.0,188.0
102606,Helle Sofie Sagøy,Kristiansand,Kristiansand,34.0,12.0,18.0,113.0,238.0,152.0,26.0,60.0,38.0,124.0,86.0
102635,Marie Christensen,Frogner,Frogner,210.0,222.0,320.0,660.0,416.0,132.0,0.0,0.0,220.0,80.0,0.0
102703,Karoline Kaldheim,Karmøy,Karmøy,146.0,121.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102730,Rikke Nagell Hansen,Stavanger,Stavanger,15.0,29.0,49.0,64.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
102731,Ingrid Øgreid,Stavanger,Stavanger,36.0,0.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102732,Iris Hagen,Stavanger,Stavanger,16.0,54.0,46.0,67.0,22.0,50.0,20.0,0.0,121.0,134.0,10.0
102770,Linda Schei,Sandnessjøen,Sandnessjøen,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102840,Malin Hustig,Sotra,Sotra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102869,Heidi Torgersen,Båtsfjord,Båtsfjord,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102921,Malin Holdbakk,Klæbu,Klæbu,18.0,0.0,0.0,43.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0
102924,Kristina Andersen,Kristiansand,Kristiansand,160.0,64.0,50.0,66.0,134.0,298.0,128.0,0.0,26.0,0.0,0.0
102928,Marlene Wåland,Kristiansand,Kristiansand,212.0,816.0,920.0,1048.0,476.0,356.0,205.0,36.0,149.0,0.0,128.0
102929,Tuva Salvesen Johansen,Kristiansand,Kristiansand,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102960,Irina Benedicte Eklund,Nøtterøy,Nøtterøy,168.0,548.0,433.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
102961,Silje Røgenes,BSI,BSI,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102987,Stine Andersen,Moss,Moss,84.0,53.0,300.0,488.0,700.0,708.0,176.0,0.0,44.0,0.0,28.0
103011,Lena Falch,Verdal,Verdal,14.0,8.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
103012,Anne Berit Bergsmo,Verdal,Verdal,90.0,0.0,26.0,0.0,28.0,64.0,36.0,0.0,11.0,55.0,59.0
103058,Rebekka Paulsen,Mehamn,Mehamn,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,Frida Sotnes Hamang,Bærum,Bærum,270.0,360.0,357.0,88.0,104.0,64.0,0.0,0.0,24.0,0.0,0.0
103102,Emilie Sotnes Hamang,Bergen|Frogner,Bergen,234.0,290.0,976.0,808.0,884.0,1512.0,1384.0,512.0,668.0,428.0,620.0
103137,Kristine Wallem,Stavanger,Stavanger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103139,Kathrine Sellevoll,Vestre Aker,Vestre Aker,8.0,134.0,150.0,46.0,0.0,4.0,0.0,0.0,46.0,0.0,0.0
103186,Nina F. Hansen,Berlevåg,Berlevåg,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103191,Cathrine Schanche,Berlevåg,Berlevåg,40.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103195,Anja Sofie Martinussen,Mehamn,Mehamn,24.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103246,Kristine Haakonseth,Sandefjord,Sandefjord,120.0,114.0,269.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103271,Carina Sørensen,Vestre Aker,Vestre Aker,122.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103272,Cecilie Sørensen,Vestre Aker,Vestre Aker,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103291,Emilie Faarup Storvik,NTNUI,NTNUI,114.0,256.0,396.0,293.0,118.0,112.0,56.0,0.0,14.0,0.0,0.0
103296,Sofie Lund,Bærum,Bærum,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103300,Jenny Hervard,Bærum,Bærum,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,41.0
103339,Ida Høyland W.,Frogner,Frogner,20.0,100.0,164.0,416.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
103381,Anastasia Vasilieva,Kirkenes,Kirkenes,38.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103392,Beate Olsen,Berlevåg,Berlevåg,32.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
103417,Louise Prestø,Tromsø,Tromsø,2.0,0.0,2.0,16.0,27.0,4.0,6.0,0.0,1.0,0.0,0.0
103419,Victoria Økland,Askøy,Askøy,13.0,52.0,57.0,54.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
103445,Lovise Krogsæter,Karmøy|OSI,Karmøy,156.0,296.0,246.0,338.0,168.0,0.0,151.0,96.0,108.0,32.0,102.0
103446,Ingeborg Krogsæter,Karmøy,Karmøy,8.0,66.0,40.0,106.0,0.0,102.0,6.0,0.0,63.0,2.0,2.0
103514,Lotte Eide,Kristiansand,Kristiansand,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103522,Vibeke Olsen,Kristiansand,Kristiansand,48.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103524,Amanda T. Bonesmo,Haugerud,Haugerud,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103531,Cecilie Li,Haugerud,Haugerud,180.0,270.0,437.0,60.0,94.0,169.0,165.0,0.0,23.0,42.0,0.0
103574,Kristin Thømt,Askim,Askim,70.0,32.0,40.0,102.0,140.0,30.0,10.0,0.0,6.0,74.0,64.0
103662,Siv Dyrkolbotn,Bergen,Bergen,58.0,65.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0
103664,Malin Hrannardottir Skeie,Bergen,Bergen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103803,Merete Andreassen,Tromsø,Tromsø,40.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103827,Hanne Osen,Nesna,Nesna,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103837,Mirjam Finanger,Nesna,Nesna,6.0,14.0,22.0,14.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0
103873,Margarita Wcislo,Kolvereid|Verdal,Kolvereid,16.0,4.0,0.0,6.0,76.0,108.0,42.0,0.0,28.0,48.0,12.0
103874,Ingalill Mikalsen,Kolvereid,Kolvereid,152.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
103888,Marie Johansen,Nøtterøy,Nøtterøy,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103906,Silje Svee,Trondheim,Trondheim,6.0,9.0,83.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103924,Ronja H. Thorstensen,Pillarguri|Moss,Pillarguri,52.0,218.0,36.0,0.0,0.0,0.0,0.0,0.0,16.0,100.0,248.0
103947,Nora Jansson,Sandefjord,Sandefjord,4.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103949,Tonje Løslett,Sandefjord,Sandefjord,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104016,Elisabeth Pape,Stavanger,Stavanger,106.0,124.0,134.0,258.0,30.0,48.0,0.0,0.0,0.0,0.0,0.0
104056,Siv Årsand,OSI,OSI,12.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,7.0,0.0,0.0
104091,Anne-Margrethe Ulla Staurset,Norborg,Norborg,52.0,76.0,82.0,0.0,42.0,2.0,0.0,0.0,31.0,34.0,16.0
104193,Nathalie Nielsen,Bergen,Bergen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104241,Thea Zahl Thorsen,Karmøy,Karmøy,14.0,16.0,33.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
104265,Julia Louis Macsali,Bergen,Bergen,82.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104266,Julie Langum,Djerv,Djerv,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104270,Sofia Louis Macsali,Bergen,Bergen,41.0,90.0,78.0,88.0,416.0,1124.0,912.0,820.0,1060.0,173.0,65.0
104274,Andrine-Mikaela Kristiansen,Båtsfjord,Båtsfjord,16.0,16.0,7.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0
104275,Mathilde Mikalsen,Båtsfjord,Båtsfjord,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104281,Caroline Susann Guldbjørnsen,Mehamn,Mehamn,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104396,Shaomeng Li,Haugerud,Haugerud,67.0,45.0,20.0,10.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0
104414,Lin Ma,Vestre Aker|OSI,Vestre Aker,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
104421,Malin Andersson,Haugerud,Haugerud,120.0,292.0,128.0,104.0,305.0,288.0,52.0,0.0,7.0,0.0,65.0
104430,Rebekka Lie,Karmøy,Karmøy,22.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104498,Nora Bang Vågen,Djerv,Djerv,26.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104505,Ida Margrethe Ullern,Asker,Asker,24.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,2.0,0.0,4.0
104509,Vera Botcharova Ellingsen,Bergen,Bergen,224.0,132.0,238.0,688.0,800.0,812.0,621.0,261.0,695.0,269.0,52.0
104522,Marita Hrannardottir Skeie,Bergen,Bergen,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104546,Henny Lyfjell,Frogner,Frogner,59.0,176.0,196.0,188.0,376.0,236.0,118.0,0.0,52.0,0.0,80.0
104555,Nora Lindland,NTNUI,NTNUI,80.0,64.0,24.0,16.0,0.0,80.0,7.0,0.0,1.0,0.0,0.0
104599,Norun Fosså,Grimstad,Grimstad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104649,Monica Fuglesang,Bærum,Bærum,32.0,0.0,11.0,55.0,27.0,29.0,24.0,0.0,18.0,54.0,25.0
104688,Vivian Nilsen,Berlevåg,Berlevåg,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104707,Rowena Thakore Gunther,Haugerud,Haugerud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104762,Ingrid-Marie Bruvold,Tromsø,Tromsø,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
104828,Vilde Morvik Ekerhovd,Sotra,Sotra,87.0,106.0,66.0,240.0,288.0,144.0,66.0,0.0,16.0,0.0,18.0
104837,Synne Furnes Bjerkestrand,Djerv,Djerv,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104859,kristiane lenning,Herøy,Herøy,4.0,4.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
104876,Rakel Gundersen,Sandefjord,Sandefjord,8.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104884,Rikke Karlsen,Kristiansand,Kristiansand,118.0,146.0,216.0,252.0,552.0,247.0,80.0,0.0,14.0,0.0,0.0
104887,Victoria Magelssen,Bærum,Bærum,62.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104913,Karolina Odin Bolstad,Vestre Aker,Vestre Aker,256.0,36.0,57.0,50.0,14.0,98.0,0.0,0.0,9.0,0.0,0.0
104930,Karina Sjoukje Jelsma,Askøy,Askøy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104936,Silje V. Kruksve Aasland,Rissa|Leksvik,Rissa,6.0,68.0,140.0,148.0,206.0,116.0,32.0,0.0,30.0,14.0,24.0
104960,Karoline Lerengen,Tromsø,Tromsø,34.0,148.0,180.0,196.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0
105069,Anne-Liv Lie,Sotra,Sotra,164.0,166.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105074,Ylva Rohde,Kirkenes,Kirkenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105105,Pit Karoliussen,Hadsel,Hadsel,8.0,13.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105118,Jenny Aalberg,Leksvik,Leksvik,1.0,14.0,5.0,52.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
105205,Anne Berit Iversen,Herøy,Herøy,6.0,2.0,5.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
105267,Juliana Nguyen,Djerv,Djerv,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105282,Iris Carrascal Simonsen,NTNUI,NTNUI,12.0,54.0,70.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105298,Olga Vasilieva,Kirkenes,Kirkenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105305,Hanne Hexeberg Huseby,Frogner,Frogner,31.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105312,Selma Sanyang,Djerv,Djerv,77.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105315,Trine Sperre,Ålesund,Ålesund,152.0,70.0,200.0,68.0,120.0,42.0,20.0,0.0,185.0,122.0,94.0
105377,Thale Kristin Haugenes,Haugerud,Haugerud,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105419,Kari Bergersen,Sandefjord,Sandefjord,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105425,Sigrid Forsland,Tromsø,Tromsø,48.0,22.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
105435,Matilde Furholm,Ålesund,Ålesund,24.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105448,Ida Tovik,Ålesund,Ålesund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105461,Beate Rasmussen Soltvedt,Askøy,Askøy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105468,Sang Vo,Haugerud,Haugerud,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105472,Marion Tanguy,Vestre Aker,Vestre Aker,28.0,15.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
